"친구야! 미안해" 목놓아 울어버린 생존학생들	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=028&aid=0002230279	세월호 침몰 사고 때 구조된 경기도 안산 단원고 2학년 학생들이 30일 오후 안산시 초지동 화랑유원지의 정부 합동분향소를 찾아 숨진 친구들의 영정을 보며 울고 있다. 사고 이후 고려대 안산병원에서 입원 치료를 받아온 학생들은 이날 퇴원 후 첫 일정으로 영면한 친구 158명을 조문했다.  안산사진공동취재단  잔인한 4월의 마지막 날 생존 학생 70명 눈물의 분향이 슬픔도 모르는 듯 영정 속 175명은 그저 웃기만 친구들아 그래도 마지막 가는 길은 꼭 한 번 보고 싶었어. 잔인한 4월의 마지막 날. 시리도록 푸른 하늘이 야속하기만 했다. 채 피기도 전에 허망하게 져버린 꽃다운 청춘들은 친구들의 흐느낌도 모르는 듯 영정 속에서 환하게 웃기만 했다. 맨 먼저 친구를 만난 생머리 여고생은 울음을 터뜨렸다. 엉엉 소리 내 울다가 쓰러질 듯 엄마 품에 안겼다. 오열하는 딸을 부둥켜안은 엄마도 눈물을 흘리며 분향소 출구로 힘겹게 걸음을 옮겼다. 세월호 침몰사고 당시 가까스로 목숨을 건진 경기도 안산 단원고 학생 75명 가운데 70명이 아비규환 속에서 헤어졌던 친구들을 14일 만에 다시 만났다. 하지만 설레는 마음으로 함께 수학여행길에 올라 선실에서 까르르 웃고 장난치며 추억을 만들었던 친구들은 국화꽃 속에 파묻힌 채 아무 말도 하지 않았다. 마치 생지옥에서 살아남은 친구들에게 괜찮아. 내 몫까지 잘 살아주면 돼라고 말하는 듯 그저 웃고만 있었다. 30일 오후 2시20분께 고려대학교 안산병원에서 입원 치료를 받던 세월호 생존 학생들은 퇴원하자마자 6대의 버스를 나눠 타고 경기도 안산시 초지동 화랑유원지에 마련된 정부 합동분향소에 도착했다. 흰색 와이셔츠에 검은색 바지 차림의 남학생들과 하얀색 블라우스에 검은색 치마를 입은 여학생들은 엄마 아빠의 손을 잡고 버스에서 차례로 내렸다. 왼쪽 가슴에는 모두 실종된 친구들의 생환을 염원하는 노랑 리본을 정성스럽게 달고 있었다. 인파가 몰려 있는 것을 본 학생들은 긴장한 표정이 역력했다. 살아와 줘서 고맙다는데도 학생들은 마치 죄인인 양 고개를 숙이고 분향소 안으로 들어갔다. 일부 학생은 친구의 영정을 보기 두려운 듯 입구에서 잠시 머뭇거리기도 했다. 자원봉사자들이 나눠준 꽃 한 송이씩을 받아들고 분향소에 들어선 학생들의 눈에 친구들의 모습이 들어왔다. 정겨웠던 친구 158명과 다정했던 4명의 선생님 영정을 따라 20여 정도를 걷던 학생들은 끝내 울음을 터뜨렸다. 떨리는 손으로 친구의 영정에 꽃송이를 바치던 일부 학생들은 오열하기도 했고 또다른 학생들은 반가운 친구 앞에서 절대 울지 않겠다던 다짐이 깨진 듯 어깨를 들먹이며 흐느꼈다. 조문 차례를 잠시 양보한 100여명의 조문객은 누구보다 서럽고 힘들었을 이들의 뒷모습을 보며 눈물을 훔쳤다. 한 조문객은 녀석들 친구들을 보러 왔구나라며 애써 참았던 눈물을 왈칵 쏟아냈다. 또다른 조문객은 그래도 저 아이들에게 우리는 고마워해야 한다. 그런데 이를 어쩌나라고 눈시울을 붉혔다. 분향소는 이내 탄식과 한숨 울음으로 뒤섞였다. 엄마 손을 꼭 잡고 친구들의 영정 앞을 지나던 한 여학생은 숨진 학생을 가리키며 오열하기도 했다. 친구들에게 말 한마디 붙이지 못하고 국화 한 송이만 덜렁 놓고 분향소를 나온 학생들 눈에는 눈물이 그렁그렁했다. 한 남학생은 분향소 밖을 나와서도 눈물을 흘리다 슬픔을 감당하지 못하는 듯 45만 남겨 놓고 짧게 깎은 머리카락을 두 손으로 쥐어뜯었다.분향소 밖에서도 여럿이 모여 흐느껴생존 학생들 눈물의 분향 몇몇 여학생은 친구의 이름을 되뇌며 굵은 눈물을 분향소 밖 콘크리트 바닥에 뚝뚝 떨어뜨렸다. 보다 못한 40대 여성이 휴지 몇장을 가져다가 여학생들에게 건넸지만 눈물범벅이 된 휴지는 금세 젖었다. 영면한 친구 158명은 서럽게 울고 떠나는 친구들을 안타깝게 바라보는 듯했다. 상처입은 푸른 청춘들이 피워보지도 못하고 진 꽃들을 애도하는 안타까운 조문은 17분여 만인 오후 2시37분께 끝났다.30일 오후 경기도 안산시 단원구 화랑유원지에 마련된 세월호 사고 희생자 정부 합동분향소에 구조된 단원고 학생들이 숨진 친구들을 조문하러 버스를 타고 도착하고 있다. 안산사진공동취재단 이날 조문을 한 세월호 생존 학생들은 그동안 사고의 충격으로 큰 정신적 고통을 겪어왔다. 사고 초기 극도의 불안감과 자책감에 시달렸다는 게 병원 관계자들의 전언이다. 한 생존 학생 어머니는 딸아이가 엄마 다른 애들은 어떻게 됐어라고 자주 물었지만 차마 답을 해줄 수 없었다고 말했다. 아우성치는 친구들을 남겨두고 홀로 살아남았다는 자책과 슬픔 극도의 공포감에 시달렸다는 얘기다. 지난 18일 고대 안산병원으로 옮겨져 치료를 받던 권아무개17군은 이가 선실 봉을 잡고 매달려 있다 아래로 떨어졌는데 아직도 보이지 않네요. 중학교 동창이고 학원도 함께 다녔는데 영영 안 돌아오면 어떻게 하죠라며 말끝을 흐렸다. 한아무개17군은 선생님들이 손을 잡아주며 빨리 갑판으로 나가라고 소리쳤는데 결국 돌아오시지 않았다며 흐느꼈다. 이튿날 같은 곳에서 만난 김아무개17군은 방선실에 있던 친구들이 구명조끼를 던져 주며 빨리 입으라고 했는데 그 아이들은 결국 탈출을 못한 것 같다. 70명이 넘는 친구들이 비좁은 복도에 앉아 구명조끼를 입고 구조를 기다렸지만 결국 몇 명만 갑판으로 간신히 올라와 바다에 뛰어내렸다. 미안하고 괴롭다는 심경을 털어놨었다. 또다른 학생은 그때사고 당시 구조된 사람은 없었다. 지금 살아 있는 친구들은 사실상 모두 탈출한 것이다. 한 친구는 다른 친구의 손을 잡았다가 놓쳤다. 아직도 그 친구의 소식을 모른다며 눈시울을 붉히기도 했다. 생존 학생들의 조문과 관련해 이들의 학부모들은 지난 29일 고대 안산병원에서 기자회견을 열어 함께 등교하고 공 차고 장난치고 고민을 나누던 친구들이 주검이 돼 돌아오고 있다. 또 여전히 돌아오지 못하고 있는 지금 아이들은 더할 수 없이 슬퍼하고 있고 미안해하고 있다. 현재 아이들은 자발적으로 학생 대표를 뽑아 이후 닥쳐올 상황을 함께 극복하려고 마음을 모으고 있다고 밝혔다. 이어 먼저 떠난 친구들의 명복을 빌고 하고 싶은 말도 전하고 또 그 아이들의 몫까지 더 열심히 살겠다는 다짐을 친구들 앞에서 하고 싶어한다고 덧붙였다. 학부모들은 우리 아이들은 아직 돌아오지 못한 친구들을 꼭 찾아주길 간절히 바라고 있다. 아이들이 다시 건강하게 학생으로 시민으로 돌아올 수 있도록 많은 관심과 배려를 부탁한다고 당부하기도 했다. 입원 내내 자책불안 시달렸지만  친구 몫까지 열심히 살겠다 다짐 당분간 합숙하며 심리치유에 전념  또 이들은 이날 학생들의 조문 직전 합동분향소 기자실에 찾아와 많은 우려 중 하나는 언론의 자극적인 보도에 대한 부분이다. 근접 촬영 등 과도한 취재와 인터뷰 요청을 하지 말아달라고 요청하기도 했다. 차상훈 고대 안산병원장은 입원했던 학생 상당수의 상태가 많이 호전됐고 퇴원 후 외래진료가 가능하다고 판단돼 환자 본인과 보호자 동의를 얻어 학생들을 퇴원시키게 됐다고 설명했다. 그는 학생들이 오랜 기간 병원에 있는 것보다 하루라도 빨리 일상에 복귀하는 것이 더 큰 도움이 될 수 있다고 본다고 덧붙였다. 차 원장은 퇴원 후에도 보호자와 함께 외래진료를 받게 하는 등 지속적인 관찰과 치료를 해나갈 것이다. 경기도교육청과 학교에서 마련하는 각종 심리지원 프로그램과 보건소 등의 상담 프로그램이 학생들에게 도움이 될 수 있을 것이라고 본다고 말했다. 같은 병원 고영훈 교수정신건강의학과도 그동안 아이들이 정신신체적으로 탈진한 상태였기 때문에 안정을 취하게 하는 게 최우선이었다. 아이들은 자신의 감정을 다루는 데에 익숙하지 않아 감정 표현을 잘할 수 있도록 도와주는 방식의 치료도 했다고 밝혔다. 그는 한 달 후 아이들의 상태를 봐야 할 것 같다. 급성 스트레스는 통계상으로 120가 만성 스트레스로 넘어가게 된다. 아이들이 이렇게 되지 않도록 앞으로 잘 관리해야 한다고 설명했다. 이에 따라 퇴원과 조문을 마친 학생들은 숙소가 마련된 안산시내 한 연수원에서 심리 치유 프로그램에 참여하게 된다. 경기도교육청과 단원고 학부모들은 당분간 학생들의 심리 치유에 전념하기로 했다. 합숙을 하며 심리 치유 전문가 의료진 교육청 전문가들이 함께 참여하는 자연치유 프로그램을 통해 그동안의 충격에서 빨리 벗어날 수 있도록 할 방침이다. 경기도교육청 안순억 장학사는 앞으로 심리 상담과 멘토링 소그룹 활동을 비롯해 일부 교과 과정 수업도 받게 된다. 치유에 집중하기 위해 연인원 200명이 넘는 전문인력이 투입될 것이다. 기간은 아무리 짧아도 23주 이상이 될 것으로 보인다고 말했다. 한편 30일 현재까지 단원고 학생 157명과 교사 4명의 장례식이 치러졌다. 또 정부 합동분향소에는 학생 158명 교사 4명 일반인 18명 등 모두 180위의 영정이 안치돼 있다. 안산에 마련된 합동분향소를 찾은 조문객은 7일 만에 22만명을 넘어섰다. 안산김기성 김일우 기자 player009hani
해경 "언딘 발견 발표는 실수" 사과했지만…의혹 증폭	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=437&aid=0000039717	민간 잠수사들이 찾아낸 세월호 내부의 시신을 언딘이 발견한 것으로 발표했던 해경이 이에 대해 사과를 했지만 의혹은 가라앉지 않고 있습니다. 해경은 그 동안 브리핑에서 자원봉사 민간잠수사들을 비난하는 등 이례적인 태도를 보여왔기 때문입니다.기자자원봉사 잠수사들이 처음으로 세월호 선내에 있는 시신을 발견한 것을 언딘이 찾아낸 것으로 발표했던 해경은 내용을 잘 몰라 실수를 한 것이라고 해명했습니다.그런데 민간잠수사들의 활동을 잘 몰랐다는 해경의 얘기는 과거 브리핑 때와 달라진 설명입니다.지난 24일 해경은 정부기관으로선 이례적으로 자원봉사자들에 대해 비난을 쏟아냈습니다.고명석범정부 사고대책본부 대변인  물속에서 10분도 채 안 돼 출수하거나 심지어 입수도 안 한 채 사진만 찍고 돌아가는 분도 계셨습니다.고명석범정부 사고대책본부 대변인  지금까지 자원봉사자분들의 구조실적은 없습니다.하지만 선내 시신을 발견한 잠수사를 언딘 소속으로 뒤바꿨다는 민간잠수사들의 폭로가 나오자 태도가 바뀐 겁니다.해경은 민간잠수사들에 대한 가혹한 비판과 달리 언딘에 대해서는 후한 평가를 했습니다
"이준석 선장, 과거 음주항해로 감봉"…세월호에서는?	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000372905	세월호 선장 이준석 씨가 몇 년 전 술을 마시고 배를 몰다 징계를 받았던 사실이 확인됐습니다.세월호 침몰 당시에도 술을 마신 건 아닌지 검찰수사가 진행 중입니다. 리포트 세월호의 선장 이준석 씨는 지난 2008년에는 오하마나호의 선장이었습니다.이 선장은 당시 선원들과 인천과 제주도를 운항하면서 자주 술판을 벌였다고 합니다. 제주도를 오가던 구원파 신도들에게 술을 마시는 모습이 자주 목격됐습니다. 전 구원파 신도 구원파 신도들이 식당 근처를 지나가는데 이 선장하고 선원들이 전부 술 먹고 있더라고요. 선장이 술을 마신다는 신도들의 보고를 받은 유 회장은 이준석 선장을 징계할 것을 직접 지시했다고 측근들은 말합니다.   전 청해진해운 관계자 유병언 회장이 감봉 조치 취하라고 했어요. 그래서 감봉 당하고 난리났어요. 이 선장 불이익을 주라고.불이익을 당한 이 선장은 그러나 세월호를 운항하면서도 술을 끊지 못하고 계속 마셨다고 합니다.     전 세월호 선원 기관장하고 이준석 선장하고는 배가 출항하면요. 술을 갖다가 그냥 많이 먹는 것도 아니고 참 많이 먹습니다.검찰은 이번 세월호 침몰 사고 당시에 이 선장이 술에 취한 상태였는지 집중 수사하고 있습니다. 이와 함께 청해진해운이 여객 사업보다는 화물 운반에 주력한 정황을 포착했습니다.  전 청해진해운 관계자 유 회장한테 당시 대표가 제주도 화물이 돈이 됩니다. 제주도 화물이 승객보다 알짜예요 하고 보고를 하더라고요
해경, 해군 헬기·고속함도 통제…초동 대응 문제 드러내	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=437&aid=0000039714	해경의 해군통제는 잠수인력 뿐만이 아니었습니다. 한 명이라도 더 구해야 하는 사고 직후 현장에 긴급 출동한 해군 헬기와 고속함도 해경의 요청에 따라 멀찌감치서 기다리기만 했습니다. 기자사고당일 오전 10시 500명 가까운 승객이 탄 세월호가 침몰하는데 구조 현장엔 해경 경비정 한척과 헬기 두 대 그리고 어선들 뿐입니다.그런데 비슷한 시각 해군 헬기도 현장에 도착했지만 구조에 참여하지 못한 사실이 드러났습니다.  새정치민주연합 김광진 의원이 공개한 해경과 해군의 교신 내역에 따르면 사고 직후 해군의 링스 헬기도 세월호 침몰 해역에 도착했습니다.그런데 해경은 사람을 끌어올리는 장비인 호이스트 장착 여부를 물었고 해군 헬기가 호이스트는 없지만 튜브와 구명동의 등이 있다고 통보하자 해군 헬기에게 병풍도 남쪽에서 대기하라고 요구합니다.10시 42분엔 해군 고속함인 한문식함이 도착해 해상탐색작업을 준비하고 있었지만 해경은 사고 현장의 200 야드 즉 182m 까지 접근을 통제했습니다.이에 대해 해경측은 해군 헬기는 호이스트가 없었고 해군 고속함이 왔을 때는 배가 이미 넘어간 상태였기 때문에 대기하라고 한 것이라고 밝혔습니다.하지만 탑승객에 비해 구조 선박과 헬기가 절대 부족한 상황에서 해경의 조치는 문제가 있다는 주장이 나옵니다.김광진새정치민주연합 의원  교신기록에는 해군의 헬기가 충분히 구조할 수 있는 장비를 갖추고 있다정부의 알력싸움과 컨트롤타워 부재로 인해서 이런 일이 발생했다
아이들 바닷속에 있는데…사고 9일 뒤 전문가회의	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000277297	대형 재난이 터지면 재난 상황을 잘 아는 전문가의 역할이 중요해집니다. 선진국에서는 재난이 발생하면 즉시 전문가들이 소집되고 그들의 의견을 수렴해서 구조작업을 진행합니다. 그런데 이번의 경우를 봐도 우리에게는 이런 시스템이 전혀 작동하지를 않았습니다.기자미국판 성수대교 사고로 알려진 미시시피 강 다리 붕괴 사고 현장입니다.교량 변형사실을 무시해 생긴 대표적인 인재였지만 사고 이후 대응은 신속했습니다.구조 전문가 수십 명이 24시간 내 소집됐고 음파 탐지기로 강바닥 지형을 파악한 뒤 댐 수위를 낮춰 구조하자고 제안해 곧바로 실행에 옮겼습니다.하지만 세월호 침몰 직후의 우리 대처는 이와 정반대였습니다.사고 초기 전문가 소집은 아예 없었고 전문가들이 해경 구조팀에 전화로 다양한 의견을 제시했습니다.이런 의견 가운데는선체에 연결한 공기주머니를 배와 팽팽하게 묶어 물속에 잠기게 하는 식으로 침몰을 지연시키자는 제안은 물론 해상 크레인 2대가 U자형으로 선체에 체인을 걸어 완전 침몰을 막자는 내용도 있었습니다.박치모울산대 조선해양공학부 교수  U자 형태로 만든 다음에 그걸 배 밑으로 끌고 가서 그렇게 걸면 준비만 돼 있으면 한 시간이면 된단 말이지.하지만 대책본부나 해경 모두 거들떠보지도 않았습니다.그러다 사고 9일이 지나서야 정부가 전문가 30명을 모아 회의를 열었지만 많은 전문가들이 적절한 시기를 놓치면서 특별한 대안이 없다는 안타까운 결론만 내렸습니다.김동헌재난안전원 원장  전문가 팀이 짜여서 그런 팀이급파돼서그곳의 상황을 빨리 파악하고상황을 빨리 받아야 될 분한테 빨리 전달해서 거기서 또 판단을 하고 분석을 하고.초기 구조에서 전문가를 잘 활용할 수 있는 시스템 구축도 시급한 과제가 됐습니다
아베 "일본 과거사 극복, 독일 상황과 달라"	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0006887515	유럽순방위해 출국하는 아베 총리    도쿄 교도 아베 신조 일본 총리와 부인 아키에 여사가 유럽 순방을 위해 29일 하네다 공항을 통해 출국하고 있다.   전후 아시아국가들 개발 협력 지원했다원전 간단히 포기할 수 있는 문제 아냐  FAZ 인터뷰    베를린 박창욱 특파원  아베 신조 일본 총리가 아시아와 유럽의 상황이 다르다는 점을 들어 2차 세계대전 후 과거사 극복을 위해 독일이 걸어온 길을 따를 수 없다는 뜻을 밝혔다.    30일현지시간 독일을 방문한 아베 총리는 앞서 독일 일간지 프랑크푸르터 알게마이네 차이퉁FAZ과 한 인터뷰에서 전쟁 책임을 다루는 문제에서 일본이 독일로부터 교훈을 얻어야 한다는 요구가 많다는 질문에 이렇게 답했다.    그는 유럽에서는 독일도 적극 참여했지만 유럽 통합이라는 커다란 목표를 향한 공통의 노력이 있었다. 따라서 공동체 창설과 더불어 화해가 요구됐다고 말했다.    아베 총리는 2차 세계대전 후아시아의 상황은 유럽과 완전히 달랐다고 주장했다.    그는 일본은 비록 독일과는 다른 형태이지만 주변 국가들과 타협해 평화협정을 맺고 그에 따라 배상 문제에 관한 진실한 기준을 세웠다면서 일본은 전후 부유하지 않은 아시아 국가들을 개발협력 형태로 지원했다고 강조했다.    아베 총리는 한국 중국 등 동아시아 국가와 긴장 해소 문제에 대해 대화의 문은 열려 있다며 비록 이웃국가들과 관계에 어려운 과제가 있지만 조건 없이 서로 대화를 해야만 한다고 생각한다고 말했다.    그는 아시아에서 자유와 안정성이 위태로워진다면 세계 전체에 심대한 영향을 끼칠 것이라고 경고했다.    그러면서 아시아의 경제 발전 성과가 고삐 풀린 무장화로 쓸모없어져서는 안 된다며 법규에 기반을 둔 기존 질서를 존중하지 않고 일방적인 압력으로 현 질서를 바꾸려는 시도는 실패할 것이라고 말했다.    신문은 이 같은 아베 총리의 언급이 중국의 아시아태평양 지역에서의 군비 확장을 비판한 것이라고 해석했다.    아베 총리는 지난 2011년 발생한 후쿠시마 원전 사고에도 독일의 원전 퇴출 결정을 알고 있지만 우리는 원자력을 포기하겠다고 간단하게 얘기할 수 없다며 일본은 원유와 가스 수입 비중이 거의 90에 달한다고 설명했다.    유럽 순방에 오른 아베 총리는 독일을 시작으로 영국 포르투갈 스페인 프랑스 벨기에 등 6개국을 차례로 방문한다
'무한도전' 스피드 레이서 특집, 7월로 연기	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=076&aid=0002505416	무한도전의 스피드 레이서 특집이 오는 7월로 연기된다.스피드 레이서는 5월 인천 송도에서 열리는 코리아 스피드 페스티벌KSF 참여를 목표로 진행한 2014년 장기 프로젝트다. 지난 23일 음주운전으로 물의를 일으킨 멤버 길이 프로그램에서 하차하면서 스피드 레이서 특집 진행 여부에 관심이 쏠렸다. 그러나 세월호 참사로 인해 코리아 스피드 페스티벌 행사가 오는 7월로 연기되면서 이번 프로젝트도 자연스럽게 연기됐다. 의 한 관계자는 세월호 참사로 인해 오는 5월 23 24 25일 인천 송도에서 개최될 예정이었던 코리아 스피드 페스티벌의 일정이 7월 중으로 연기됐다며 조만간 정확한 일정이 나오겠지만 언제 참가하더라도 좋은 성적을 거둘 수 있도록 무한도전 멤버들은 꾸준히 카레이싱을 연습할 계획이라고 전했다.길이 하차한 무한도전은 당분간 6인 체제로 촬영을 이어간다. 길의 촬영분은 편집될 예정이다
중, 142년만에…'미 경제패권' 흔들다	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=028&aid=0002230263	세계은행 구매력 적용 GDP 비교올 말 추정치로 세계 1위 예상환율 기준 지디피는 미국 절반구매력평가 적용땐 격차 줄어미 주도 세계경제 세기적 변동신흥국 약진영일 규모 줄어중국이 올해 구매력평가PPP로 환산한 국내총생산GDP을 기준으로 미국을 제치고 세계 1위의 경제대국으로 올라설 것이라고 파이낸셜 타임스가 30일 보도했다. 세계 경제 규모 순위에서 왕좌가 바뀌는 것은 1872년 미국이 영국을 추월한 지 142년 만의 일이다. 금융위기 이래 더 뚜렷해진 달러 패권의 약화와 더불어 미국이 1세기 넘게 지켜온 세계 경제 패권을 뒤흔드는 상징적 사건이다. 이 신문은 세계은행이 이날 내놓은 세계 경제의 구매력평가와 실지출 2011년 국제비교프로그램ICP 결과 요약 보고서를 바탕으로 중국 경제가 예상보다 훨씬 빠른 속도로 미국을 추월하고 있다고 전했다. 많은 경제 전문가들은 2019년께 중국이 미국을 제칠 것으로 예상했으나 중국의 부상은 실제로 훨씬 빨랐던 셈이다. 세계은행 보고서를 보면 구매력평가 기준으로 2011년 미국 지디피는 15조5338억달러이고 중국은 13조4959억달러로 중국의 경제 규모가 미국의 86. 2005년 중국이 미국의 43.1에 불과했던 상황과 비교하면 괄목상대다. 파이낸셜 타임스는 국제통화기금IMF은 2011년부터 2014년 사이에 미국 경제는 7.6 성장하는 반면 중국 경제는 24 성장할 것으로 추정한다. 이에 따라 중국이 올해 미국을 앞지를 것 같다고 전망했다. 물론 세계은행이 환율 기반 방식으로 산출한 2011년 중국의 지디피 규모는 7조3000억달러로 미국 15조5000억달러의 절반에 못 미친다. 하지만 변동성이 심한 환율 기준보다는 실질 상품과 서비스 가격을 반영한 구매력평가 기준을 적용하는 게 경제 규모를 비교하는 훨씬 나은 방식으로 평가된다고 파이낸셜 타임스는 강조했다. 세계은행은 자체 구매력평가 방식을 기준으로 한 국가별 지디피 보고서를 2005년 처음 내놓은 데 이어 이번에 두번째로 내놓았는데 이 자료는 국제통화기금 등에서 두루 인용되며 권위를 인정받고 있다. 구매력평가 기준 지디피로 보면 중국뿐 아니라 신흥국들의 부상이 뚜렷하다. 이에 따라 세계 경제질서에서 이들의 목소리가 더 크게 반영되어야 한다는 논란도 거세질 것으로 보인다. 2011년 기준으로 인도의 환율 방식 지디피는 1조8000억달러에 그치지만 구매력평가를 적용하면 5조7000억달러다. 인도는 2005년 미국 경제 규모의 18. 마찬가지로 러시아 브라질 인도네시아 멕시코 등 신흥국의 약진이 두드러진다. 한국은 환율 방식 지디피가 1조1000억달러인데 구매력평가 기준 지디피는 1조4000억달러다. 경제 규모는 2005년 미국의 8. 반면 2005년부터 2011년 사이 일본의 미국 경제 대비 비중은 31. 파이낸셜 타임스는 이런 수치는 세계 경제의 풍경을 혁명적으로 바꿔놓는다며 세계은행과 국제통화기금 같은 국제 경제기구들의 지배력에 대한 논란이 거세질 것이라고 내다봤다. 중국 등 신흥국들의 강해진 경제적 위상을 반영해 국제 경제 질서가 개편돼야 한다는 논의가 힘을 받을 것이란 얘기다. 하지만 최근 중국 경제 성장이 점차 둔화되어 위기론이 나오는 상황을 고려하면 지금까지의 추이가 계속 이어질지는 미지수다. 중국 정부 산하의 대표적인 싱크탱크인 중국사회과학원은 29일 내놓은 보고서에서 올해 성장률 전망치를 7.4 정도라고 밝혀 정부의 공식 목표치인 7.5 정도를 달성하는 것이 사실상 어려운 상황임을 시사했다
홍합·꼬막·바지락 조심! 마비성 패류독소 검출	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=055&aid=0000277291	남해안 연안 바다에서 패류독소가 검출됐습니다. 홍합이나 꼬막 바지락 같은 조개류 드실 때 조심하셔야 합니다.기자홍합이나 꼬막 바지락은 국물요리나 반찬으로 자주 접하는 어패류입니다.하지만 바닷물이 따뜻해지는 봄에는 먹을 때 조심해야 합니다.수온이 오르면서 바다에 유독성 플랑크톤이 늘어나고 이를 조개들이 먹으면서 체내에 삭시톡신같은 독소가 쌓이기 때문입니다.이달 말 기준으로 부산 송정 연안과 경남 거제 등 남해 일부 바다에서 기준치가 넘는 마비성 패류독소가 검출됐습니다.패류독소는 해수온도가 1517도일때 최고치를 나타내다가 18도 이상으로 올라가는 6월 중순부터는 자연 소멸됩니다.하지만 한 번 생성된 패류독소는 조개를 익혀 먹거나 가열해도 파괴되지 않기 때문에 주의가 필요합니다.패류독소가 있는 조개류를 먹으면 근육마비나 언어장애가 올 수 있고 심할 경우 목숨을 잃을 수도 있습니다.박일규식약처 농수산물안전과장  패류독소가 발생할 수 있으므로패류독소 발생 지역 여부를 반드시 확인하신 이후에 무단으로 패류를 채취 섭취하시는것은 자제하여 주시는것이 좋겠습니다.식약처와 해수부는 연안해역 97개 지점에 대해 주기적으로 패류독소 모니터링을 실시해 기준치 초과할 때 채취 금지구역으로 설정하고 있습니다.식약처는 시중에 유통 중인 조개류 20여 종에 대해서도 패류독소 검사를 강화해 나갈 방침입니다
'개과천선' 김명민vs김상중, 첫방부터 카리스마 '폭발'	http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=109&aid=0002770652	기자 개과천선 김명민과 김상중이 예고됐던대로 첫 방송부터 카리스마를 폭발하며 연기 대결을 시작했다.30일 첫 방송된  새 수목드라마 개과천선은 차영우 로펌의 대표 차영우김상중 분의 수임료만 받는다면 수단과 방법을 가리지 않고 법정에서 승리를 거머쥐고자 하는 파렴치한 행동이 담겼다.이 로펌의 에이스 변호사인 김석주김명민 분 역시 자신이 맡은 사건의 승리를 위해서는 일본 강점기 강제 노역 피해 소송에서 일본 기업 편에도 설 수 있는 냉혈한의 모습을 보였다. 변호를 위해서라면 그 어떤 수단도 활용할 수 있을 듯한 두 사람의 모습은 선악과 관계 없이 일단 높은 흡인력을 자랑했다.이미 이 드라마는 방영 전부터 작품을 통해 뛰어난 연기력을 바탕으로 폭발적인 몰입도를 자랑하는 두 배우의 만남으로 관심을 모았다. 김명민과 김상중은 기대를 모았던 것만큼 첫 방송부터 휘몰아치는 카리스마를 뽐내며 시청자들을 끌어당겼다. 특히 두 배우는 쏟아지는 엄청난 대사를 전달하는데 있어서 전혀 흐트러짐이 없어 연기력 경연의 장을 예고했다. 한편 개과천선은 거대 로펌의 에이스 변호사인 김석주가 우연한 사고로 기억을 잃은 뒤 자신이 살아왔던 삶을 되돌아보고 사건을 수임하며 새로운 인생을 살게 되는 휴먼 법정드라마다. 골든타임 산부인과 최희라 작가와 스캔들 보고싶다를 연출한 박재범 PD가 뭉쳤다. 김명민 박민영 김상중 채정안 진이한 등이 출연한다
